wiki_link,original_title,story
https://en.wikipedia.org/wiki/Ek_Tha_Tiger,Ek Tha Tiger,In the dark world of intelligence and espionage  all information is guarded in the name of national security. But some stories escape the fiercely guarded classified files  stories that become legends. This is one such story  a story that shook the very foundation of this dark world. In a government employees' neighbourhood in New Delhi  there lived a rugged  handsome and mysterious bachelor about whom his neighbours knew nothing. That was because he was India's top spy  an officer with the Research and Analysis Wing (RAW)  India's external intelligence agency. This man was known even in official corridors as TIGER (Salman Khan). Tiger is sent on a relatively easy and safe mission to Dublin  Ireland to observe a scientist of Indian origin who is suspected of sharing his research findings with the Pakistan defence establishment. Tiger attempts to meet the scientist but is not successful. He tries to befriend the scientist's part time home caretaker  Zoya (Katrina Kaif). As Tiger begins...
https://en.wikipedia.org/wiki/Barfi!,Barfi!,Set in the 1970s in a pretty corner of India  Barfi. is the story of three young people who learn that love can neither be defined nor contained by society's norms of normal and abnormal. Barfi  a hearing and speech impaired boy falls in love with Shruti. In spite of her deep affection for Barfii  Shruti gives into societal and parental pressure to marry a 'normal' man and lead a 'normal' life. Many years later their paths cross once again when Barfi  now in love with Jhilmil  is on the run from the police. Barfi is desperately seeking Jhilmil  who has gone missing. Shruti's realization that Jhilmil is autistic makes her recognize that true love is really blind. Caught in a cat and mouse game  in the search for the girl Barfi loves  Shruti realizes that she is still in love with him.
https://en.wikipedia.org/wiki/Oh_My_God_(2012_film),OMG: Oh My God!,Kanji Lalji Mehta  though an atheist  owns a small shop selling religious goods  concocting cock-and-bull stories to extract higher fees from his customers for his wares. When  in openly defying God  an earthquake destroys his (and only his) only source of income  with the insurance company refusing to pay up on the basis of it being an 'act of God'  Kanjibhai takes God to the court. With many similarly unfortunate people pinning their hopes to him  Kanji's lack of courtroom experience may leave him unable to prove his point - that is  until approached by a man introducing himself as Krishna Vasudeva Yadav. Krishna helps Kanji win his case  his family and helps him find his faith in God  along the way showing how priests can turn religion into a business and that God can be found everywhere  particularly in a house of worship.
https://en.wikipedia.org/wiki/Jab_Tak_Hai_Jaan,Jab Tak Hai Jaan,Samar Anand  a hard working young immigrant in the city of London  glimpses upon the love of his life  a gorgeous angelic looking girl  (Katrina Kaif). They meet and their bond blossoms into love with time spent together. Samar however meets with a serious accident  and Meera vows to God she will leave Samar forever if he allowed him to live again  their love affair ends as quickly as it began. Samar angered with God and fueled with his love for Meera  declares War against Him. Samar Anand vows to walk into the jaws of death everyday as a challenge to God to keep him alive. He becomes Major Samar Anand in the Indian Army  a bomb disposal chief  defusing bombs without ever wearing a bomb suit. It is here that Major Samar also known as 'the man who cannot die' meets Akira (Anushka Sharma)  a spirited vibrant  'today's generation' Discovery Channel correspondent with a WTF attitude. Aware of Samar Anand's story  Akira is determined to unravel the mystery of love in this intriguing story ...
https://en.wikipedia.org/wiki/Talaash_(2012_film),Talaash,Seeing reflections of Mumbai under the red light  Talaash is a tale of love lost  fatal attraction and above all the quest to solve a perfect crime. Suspense at its core  Talaash explores Mumbai's underbelly like never before. Aamir Khan plays an investigation officer  Inspector Shekhawat who receives a phone call early in the morning informing him about death and an accident and how everything starts to unfold from there. The case turns into a life altering chase for Inspector Shekhawat when he is forced to reel under the repercussions of a broken married life with his wife Roshni played by Rani Mukherji and come face to face with his suppressed grief. Being on his investigational quest and fighting it out with personal struggle  Inspector Shekhawat meets a sex worker Rosie played by Kareena Kapoor who further adds shades of mystery to the puzzle. What looks like a simple car accident investigation turns into a haunting mystery as further investigations show many anomalies stringed ...
https://en.wikipedia.org/wiki/English_Vinglish,English Vinglish,The story of a quiet  sweet tempered housewife who endures small slights from her well educated husband and daughter everyday because of her inability to speak and understand English. She is resourceful and open-minded but somehow these traits don't get noticed by them. Then one day on a trip to visit her sister in Manhattan she decides to enroll in an English Learners class and meets a host of new people who teach her to value herself beyond the narrow perspective of her family.
https://en.wikipedia.org/wiki/Delhi_Belly_(film),Delhi Belly,Delhi-based Sonia agrees to deliver a package for Vladimir Dragunsky and asks her rather unkempt and debt-ridden fiancé  Tashi Malhotra  to do it for her. Tashi  in turn  asks one of two of his room-mates  Nitin. But Nitin forgets to do so due to an upset stomach ailment commonly known as 'Delhi Belly' as well as his plan to blackmail their landlord  Manish and asks the third roommate Arup to deliver the package. A gangster  Somayajulu  who was the recipient of this package  starts by brutally questioning Vladimir  and finds out that the package may be in the possession of the trio. While Tashi must deal with his attraction for Journalist Menaka and incur the wrath of her husband  Rajiv  he still has to fully come to terms whether or not he wants to marry Sonia. And the entry of ruthless Somayajulu and his gang seriously jeopardizes any plans Tashi and his friends may have for the future.
https://en.wikipedia.org/wiki/Zindagi_Na_Milegi_Dobara,Zindagi Na Milegi Dobara,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
https://en.wikipedia.org/wiki/Bodyguard_(2011_Hindi_film),Bodyguard,Reading from a diary  a lad comes to know about a nobleman from Jaisinghpur  Sartaj Rana  who invited the wrath of the Mhatre brothers  Ranjan and Vikrant  by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened  he hires Lovely as a bodyguard for his collegian daughter  Divya  and her friend  Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman  Chhaya  who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar  Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself  who believes that Lovely is attempting to elope with his daughter.
https://en.wikipedia.org/wiki/Ra.One,Ra.One,Following his son's suggestion  Shekhar designs an action-adventure video game where the antagonist is more powerful than the protagonist. The player has to fight in the first two levels to reach the third one where whoever fires the bullet first wins. The game is well-received on its opening night  but things go wrong when Prateek stops playing and quits the game in between  only to invite the wrath of Ra.One  the game's villain who uses an advanced technology to take on physical form. He wants to destroy Prateek  something only the game's protagonist  G.One  can prevent from happening.
https://en.wikipedia.org/wiki/Rockstar_(2011_film),Rockstar,"The film follows Janardhan Jhakar in a series of flashbacks and flash forwards  how the small collage boy became an international rock sensation ""Jordan"". To chase his dreams of a rockstar  the wanna-be singer his counseled that music and feelings only come with pain. In the process of which  he meets Heer  a tough on the outside and popular college girl  the both become friends  and as time passes by his dreams of music fade away as they spend time together. When heer moves away  Janardhan is thrown out of his house because of family misunderstandings. As he bides his time at a local mosque  his passion for music comes back to life. He is soon signed by a record label  where he makes more enemies than friends  his tour takes him to Prague  where he is reunited with a married Heer. Things go awry when the two share an intimate moment  and Jordan his deported to India on trespassing charges filed by Heer's husband. Now an angry painful and lonely JORDAN embarks on his journey to become..."
https://en.wikipedia.org/wiki/My_Name_Is_Khan,My Name Is Khan,Rizwan Khan  a Muslim from the Borivali section of Mumbai  suffers from Asperger's syndrome  a form of high-functioning autism that complicates socialization. The adult Rizwan marries a Hindu single mother  Mandira  in San Francisco. After 9/11  Rizwan is detained by authorities at LAX who mistake his disability for suspicious behavior. Following his arrest  he meets Radha  a therapist who helps him deal with his situation and his affliction. Rizwan then begins a journey to meet US President Bush to clear his name.
https://en.wikipedia.org/wiki/Don_2:_The_Chase_Continues,Don 2,Having conquered the Asian underworld  Don (Shah Rukh Khan) now has his sights set on European domination. In his way are the bosses of the existing European underworld and all law enforcement agencies. The action shifts from Kuala Lumpur to Berlin as Don must avoid assassination or arrest  whichever comes first  in order for his plan to succeed.
https://en.wikipedia.org/wiki/Udaan_(2010_film),Udaan,After being abandoned for eight straight years in boarding school  Rohan returns to the small industrial town of Jamshedpur and finds himself closeted with an authoritarian father and a younger half brother who he didn't even know existed. Forced to work in his father's steel factory and study engineering against his wishes  he strives to forge his own life out of his given circumstances and pursue his dream of being a writer.
https://en.wikipedia.org/wiki/Dabangg,Dabangg,"Set in Uttar Pradesh  Chulbul Pandey is a young boy who lives with his mother Naini  stepfather Prajapati  and younger half-brother Makkhi. Chulbul is constantly angry that his step-father is always partial towards his own biological son. 21 years later  Chulbul is a rowdy  mischievous  and sometimes crooked cop  who refers to himself as ""Robin Hood."" He does everything in his own indomitable way; whether it's dealing with corrupt politician and thug Chedi Singh  fighting a family feud  or romancing stunning Rajo."
https://en.wikipedia.org/wiki/3_Idiots,3 Idiots,Farhan Qureshi and Raju Rastogi want to re-unite with their fellow collegian  Rancho  after faking a stroke aboard an Air India plane  and excusing himself from his wife - trouser less - respectively. Enroute  they encounter another student  Chatur Ramalingam  now a successful businessman  who reminds them of a bet they had undertaken 10 years ago. The trio  while recollecting hilarious antics  including their run-ins with the Dean of Delhi's Imperial College of Engineering  Viru Sahastrabudhe  race to locate Rancho  at his last known address - little knowing the secret that was kept from them all this time.
https://en.wikipedia.org/wiki/Wake_Up_Sid,Wake Up Sid,In Mumbai  Sid Mehra is  in the words of his father  an arrogant  spoiled brat. He lives with a doting mother  subservient brother  and a father who covers his expenses and credit card bills. Sid takes his college finals then starts work at his father's business; he lasts less than a week before walking out. At a graduation party  he meets Aisha  newly arrived from Calcutta and set on becoming a writer. He shows her the city and helps her refurbish a rented flat. He asks if she'd like to progress from friend to something more  but she says no: he lacks ambition and isn't her type. Will her words  his exam results  a confrontation with his parents  and a break with his friends be enough to wake Sid up?
https://en.wikipedia.org/wiki/Rab_Ne_Bana_Di_Jodi,Rab Ne Bana Di Jodi,Have you ever stopped to think if the most ordinary  uninteresting  unobtrusive man you might see on the road or around you might have a love story to tell? Maybe not. How can an ordinary man have a breathtaking  goose flesh igniting  awe inspiring love story of all things to tell? This is what happened to Surinder Sahni (Shahrukh Khan) - a simple  clean hearted  honest man  leading a humdrum life  when he meets his total opposite and finds love in the flamboyant  fun-loving  vivacious - Taani (Anushka Sharma) for whom the whole world is her canvas and she paints her own life with the colours of rainbow all until unforeseen circumstances changes it all and brings them together. What follows is a journey filled with laughter  tears  joy  pain  music  dance and a lot of love. A journey that makes us believe that there is an extraordinary love story in every ordinary jodi (couple).
https://en.wikipedia.org/wiki/Ghajini_(2008_film),Ghajini,Medical student  Sunita  is driven by curiosity to study the case of Sanjay Singhania  who is afflicted with short-term memory loss. She runs into him  befriends him  and finds out that he is out to kill a seemingly benevolent citizen  Ghajini Dharmatma. After warning the latter of the impending danger  she subsequently comes across a number of diaries written by Sanjay and attempts to put together a jigsaw puzzle as to how a successful and wealthy businessman became a crazed recluse  who re-lives his past through tattoos on his body  notes and Polaroid photographs on the wall of his Hiranandani Complex flat  and his sole obsession of carrying out his deadly mission - little knowing that Ghajini and his goons are out to erase every bit of evidence he has gathered and thus ensure that he ends up remembering nothing.
https://en.wikipedia.org/wiki/Jodhaa_Akbar,Jodhaa Akbar,Jodhaa Akbar is a sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal Emperor  Akbar and a Rajput princess  Jodhaa. Politically  success knew no bounds for Emperor Akbar  After having secured the Hindu Kush  he furthered his realm by conquest until his empire extended from Afghanistan to the Bay of Bengal  and from the Himalayas to the Godhavari River. Through a shrewd blend of tolerance  generosity and force  Akbar won the allegiance of the Rajputs  the most belligerent Hindus. But little did Akbar know that when he married Jodhaa  a fiery Rajput princess  in order to further strengthen his relations with the Rajputs  he would in turn be embarking upon a new journey - the journey of true love. The daughter of King Bharmal of Amer  Jodhaa resented being reduced to a mere political pawn in this marriage of alliance  and Akbar's biggest challenge now did not merely lie in winning battles  but in winning the love of Jodhaa - a ...
https://en.wikipedia.org/wiki/Chak_De!_India,Chak De! India,Kabir Khan (Shahrukh Khan) knows what it's like to come back from the dead. The ex Indian Captain has now come back in the avatar of the Coach of the Indian Women's National Hockey team. A team that exists more on paper and less in reality. The team is a rag-tag bunch of girls with their own agenda. A bunch of girls who have forgotten what it is like to play for the love of the game. Of playing because you want glory for your country. Not because you want a pensioned job or a government flat. They have all forgotten the sharp thrill of just holding the hockey stick  keeping their eyes on the ball and playing for all they are worth. They have played every game but hockey to make sure they get selected every year in the Indian National team. But what does it really mean to play for the Indian National team? To play for India? The girls have never known the thrilling energy of being Team India. Of giving their all to see their country's name on a trophy. But Kabir Khan  once a captain  ...
https://en.wikipedia.org/wiki/Guru_(2007_film),Guru,A school-teacher in India sires a son named Gurukant  but is disappointed as the child fails to live up to his high expectations. When Gurukant grows up  he is unable to secure decent employment in India  so finds a way to go to Turkey  where he finds employment. When he returns back to India  he wants to start his own business  but is unable to do so  as he does not have enough money. So he does some research  gets to meet Sujata  the daughter of a wealthy man named Jignesh  and marries her. After the marriage  Gurukant finds out that Sujata has a dark past  but he ignores this - for his one motive is to be to rise in the eyes of his father - and get rich.
https://en.wikipedia.org/wiki/Jab_We_Met,Jab We Met,Depressed after the passing of his father (Dharamraj) and a ditching by his gorgeous girlfriend  Mumbai-based businessman Aditya Kashyap takes a BEST bus  goes to the Chatrapati Shivaji Train Terminus  and boards a train. There he meets Geet Kaur Dhillon  who is returning home to Bhatinda  and who pays for his ticket. At Bar Nagar  he decides to leave  but she follows him  missing her train. They manage to get a ride to Ratlam  miss the train again  but eventually make it to Bhatinda. Once there  he gets to meet her family  her pretty sister Roop as well as her to-be betrothed  Manjeet Singh Mann. Before the engagement can be finalized  she manages to convince her fiancé that she wants to marry Aditya. Before Aditya can take stock of these new developments  she elopes with him - not to get married but to re-locate to Manali where her true love  Anshuman  awaits  and to whom she hopes to get married.
https://en.wikipedia.org/wiki/Om_Shanti_Om,Om Shanti Om,Om Prakash Makhija is a Junior Artist in the 1970's hindi film industry  who is in love with actress Shantipriya. Om rescues Shanti from a fire scene where the fire has escaped control  and they become friends. His hopes seems to be coming true  but shortly thereafter he finds out that she is married to a film producer  Mukesh Mehra  and is expecting his child. He then watches in horror as Mukesh  after luring her in an abandoned studio  sets it on fire to prevent a financial loss and protect his career. Om attempts to rescue her in vain  and he eventually is killed. 30 years later  Om has reincarnated as the only son of a Bollywood actor  Rajesh Kapoor  and is himself an actor. His memories start to return when he meets with his widowed mother  Bela  from his previous birth. He also meets with Mukesh and together they decide to make a movie 'Om Shanti Om'. Om then hires a look-alike of Shantipriya  and hopes to force a confession out of Mukesh - but things go awry and Om finds his ...
https://en.wikipedia.org/wiki/Taare_Zameen_Par,Taare Zameen Par,Ishaan Awasthi is an eight-year-old child whose world is filled with wonders that no one else seems to appreciate; colours  fish  dogs and kites are just not important in the world of adults  who are much more interested in things like homework  marks and neatness. And Ishaan just cannot seem to get anything right in class. When he gets into far more trouble than his parents can handle  he is packed off to a boarding school to 'be disciplined'. Things are no different at his new school  and Ishaan has to contend with the added trauma of separation from his family. One day a new art teacher bursts onto the scene  Ram Shankar Nikumbh  who infects the students with joy and optimism. He breaks all the rules of 'how things are done' by asking them to think  dream and imagine  and all the children respond with enthusiasm  all except Ishaan. Nikumbh soon realizes that Ishaan is very unhappy  and he sets out to discover why. With time  patience and care  he ultimately helps Ishaan find ...
https://en.wikipedia.org/wiki/Dhoom_2,Dhoom:2,The world's oldest desert  the Namib - A solitary railway line - A royal family on a royal journey. From the sky - like lightening - A flash - the centuries old royal crown is stolen. Back in action - DHOOM:2 reinvents the action comedy genre and propels it into the 21st century. Ali's (Uday Chopra) dream of becoming a police officer has come true. He is now ACP Jai Dixit's (Abhishek Bachchan) right hand man. Together they are trying to keep a tight leash on the crime in India  little do they know what they are going to be up against. Enter Aryan - Mr.A (Hrithik Roshan) A high tech international thief after pulling off a series of impossible heists all over the world. His next target is Mumbai  India. The case is given to ACP Jai Dixit and Ali helping them put the pieces of the puzzle together is ACP Shonali Bose (Bipasha Basu). For the last two years Shonali has been tracking these amazing thefts and is now an expert on this thief  who no one has seen. Once in Mumbai Mr.A finds his ...
https://en.wikipedia.org/wiki/Don_(2006_Hindi_film),Don,In 2006  the drug trade is booming; trafficking between Asian and Europe is at an all time high. It is at this time that the Malaysian intelligence and Anti-Narcotic department are called upon for assistance by their Indian counterparts. There are rumors that the gang recently moved their operational headquarters. The cartel is headed by the dreaded Singhania  but what many people do not know is that the business is truly managed by his lieutenant  Don. A man who lives life on the edge  Don is constantly expanding the size of his empire while evading arrest or death at the hands of his enemies  both within and outside the law. He is unstoppable in his pursuit of absolute power. His chief pursuer is an Indian police officer  Desilva. He is a man who has sworn to put an end to this nexus of evil and knows that in capturing Don lies the key to unlock this puzzle. And one day he succeeds. Don is captured and Desilva puts his plan into action. Unknown to even his own department  Pesilva ...
https://en.wikipedia.org/wiki/Fanaa_(2006_film),Fanaa,Choices - to choose between right or wrong is simple  but what defines one's life is the decision between the greater of two goods or the lesser of two evils. This is the advice that Zooni Ali Beg (Kajol) receives from her father just as she is about to venture out into the world of her own for the very first time. Little does she know that these very words will shape her life. Zooni  a blind Kashmiri girl  meets Rehan Qadri (Aamir Khan)  a local Delhi tour guide and an incorrigible flirt. Her friends warn her against this good-for-nothing roadside Romeo  but she chooses to ignore them. It is now her time to discover life and love. Is this really the right choice? Rehan is fascinated by Zooni and wants her to see life as it should be seen  in its many colours. He promises her that the time spent with him will be the most precious in all her life. Zooni sees Delhi  life and love like she never has before  because of Rehan. What Zooni doesn't know is that Rehan has another side of his ...
https://en.wikipedia.org/wiki/Khosla_Ka_Ghosla,Khosla Ka Ghosla!,K.K. Khosla (Anupam Kher) is a middle class man living in New Delhi. He is a simple man with simple tastes. The plot starts with a scene where Khosla dreams about his death. The irony is that nobody cares about his death; instead his children & neighbours are more interested in their materialistic needs. One early morning in Delhi  Khosla wakes up and plans to go to the site where he has purchased a plot to build his house. He is accompanied by his wife  eldest son Bunty (Ranvir Shorey)  second son Chironji Lal Khosla (Parvin Dabas)  and his daughter. When they reach the spot they find that the site has been occupied by someone else and on further investigation find that it has been captured by a property usurping nexus headed by a man named Kishan Khurana (Boman Irani). Khurana demands Rs. 15 lakhs to vacate the plot  which Khosla refuses to give. Bunty gathers few local strongmen and forcefully destroys the walls and re-occupies the plot. But Khurana has the police on his side and ...
https://en.wikipedia.org/wiki/Lage_Raho_Munna_Bhai,Lage Raho Munna Bhai,A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi  who runs an elders' home  which is taken over by an unscrupulous builder  who gets the residents kicked out ironically with the help of Munna's sidekick  Circuit  while Munna is busy romancing Jahnvi elsewhere. Munna  who is now masquerading as a Professor specializing in the life of Mahatma Gandhi  must now battle his very own forces and the builder - but he has one ally on his side - none other than the great man - Mahatma Gandhi himself. Only trouble is that Munna may have problems convincing everyone about this presence - as he is apparently is the only one who can see and hear him.
https://en.wikipedia.org/wiki/Rang_De_Basanti,Rang De Basanti,Sue comes to India to make a film on Indian revolutionaries.She is helped by her friend Sonia who introduces her to her friends Karan Aslam Sukhi and their head DJ.Sonia's fiance Lt Ajay Rathod also joins the gang when in town.Their gang always gets in trouble with a political member Laxman who opposes their western culture.After many auditions Sue decides to caste DJ and his friend's in her film.She also casts Laxman in a role thus ending his feud with the gang.All things are going well until Ajay dies in plane crash but manages to save everyone on board.The state minister declares that Ajay died due to his own negligence .DJ an his friends can't take shame given to Ajay by minister and decide to fight for justice.Where things will take ugly events due to political games.
https://en.wikipedia.org/wiki/Black_(2005_film),Black,Based in Simla  the McNallys are an Anglo-Indian family consisting of Paul and his wife  Catherine. Both are full of joy when Catherine gives birth to a baby girl  Michelle  but their joy is short-lived when they are told that Michellle cannot see nor hear. Both attempt to bring up Michelle in their own protective way  as a result Michelle is not exposed to the real world  and becomes increasingly violent and volatile. Things only get worse when Catherine gives birth to Sara  and Paul considers admitting Michelle in an asylum. It is here that Debraj Sahai enters their lives. Through his eager involvement  Michelle blossoms  grows  gives up her violence  even gets admitted in school with normal children. The years pass by  Michelle does not succeed in getting her graduation  and it is time for Debraj to bid adieu as he is having his own health problems. 12 years later  at the age of 40  Michelle does succeed in graduating in Arts  and it is shortly thereafter she will be re-united with...
https://en.wikipedia.org/wiki/Veer-Zaara,Veer-Zaara,Squadron Leader Veer Pratap Singh (Shah Rukh Khan) is a rescue pilot with the Indian Air Force. In the line of duty he comes across a stranded Zaara (Preity Zinta) - a girl from Pakistan who has come to India to fulfill her surrogate mothers dying wish. Veer saves her life and his life is never the same again. Twenty two years later Saamia Siddiqui (Rani Mukerji)  a Pakistani human rights lawyer on her first case  finds herself face to face with an ageing Veer Pratap Singh. He has languished in a Pakistan jail cell for 22 years and has not spoken to anyone all these years. And no one knows why. Her mission is to discover the truth about Veer and see to it that justice is served. VEER-ZAARA is a saga of love  separation  courage and sacrifice. A love that is divine  a love that is whole-hearted  a love that is completely consuming  a love that grows with separation and deepens with sacrifice. A love that is an inspiration - and will remain a legend forever.
https://en.wikipedia.org/wiki/Main_Hoon_Na,Main Hoon Na,When India and Pakistan decide to end their hostilities  there is one army person in India who is unhappy  because of his son's death in the Indo-Pak war. He decides to launch terror attacks and bring an end to peace  and for this purpose he shoots and gravelly injures an Indian army officer. After the death of this officer  Raghavan then decides to do away with the army officer's daughter  Sanjana  who is studying in hostel. Raghavan and his men descend on the hostel and hold over 100 students hostage. There is only one student who can save them  and his name is Ram  he claims he is a student  but is here on a mission - a mission that when told will reveal his real identity and two plans which he must carry out simultaneously.
https://en.wikipedia.org/wiki/Swades,Swades: We the People,"Set in modern day India  Swades is a film that tackles the issues that development throws up on a grass root level. It is to this India  which is colorful  heterogeneous and complex that Mohan Bhargava (Shah Rukh Khan)  a bright young scientist working as a project manager in NASA  returns to on a quest to find his childhood nanny. The film uses the contrast between the highly developed world of NASA  which has been at the forefront of advances in space research  and this world back home in India  which is at the crossroads of development. Mohan's simple quest becomes the journey that every one of us goes through in search of that metaphysical and elusive place called ""home""."
https://en.wikipedia.org/wiki/Kal_Ho_Naa_Ho,Kal Ho Naa Ho,The film's female lead  Naina (Preity Zinta) narrates the story. Her father had committed suicide years ago which left a deep impact on her heart. Her family is dysfunctional since her mother and grandmother just cannot stop arguing. But when Aman (Shahrukh Khan) arrives next door  the whole gloomy conditions change. Aman infuses life in skeptical and overtly serious Naina  and she falls in love with him. But Aman knows that he cannot marry Naina because of a secret which he cannot divulge to her. So he intends upon setting her up with her best pal Rohit (Saif Ali Khan).
https://en.wikipedia.org/wiki/Munna_Bhai_M.B.B.S.,Munna Bhai M.B.B.S.,In India gangsters are called Bhai (brothers). One such Bhai is Munna  who is feared by everyone in Mumbai  a big city in India. He cons his village-based parents into believing that he is a doctor. He gets a shock when he finds out that they are coming to verify for themselves. So he transforms a rooming shanty house into a makeshift hospital  populated by patients  people he beats up. His parents arrive  are pleased  and happy that their son is well settled. They would like him to get married to a doctor's daughter. The marriage is arranged  but before the engagement  the bride's father finds out the truth about Munna  and cancels the marriage. Munna's humiliated parents see the truth for themselves  and hurt  they return home  leaving Munna with a strong desire to hurt the doctor - and force him to let his daughter get married to him - even if it means getting admitted in the medical college - with forged documents!!!
https://en.wikipedia.org/wiki/Devdas_(2002_Hindi_film),Devdas,Devdas Mukherji is black-listed by his multi-millionaire Zamindar father  Narayan. After completing 10 years of study; Devdas return to his home-town where his family prepares to welcome him but their happiness changes when Devdas prefers to visit his childhood sweetheart  Parvati alias Paro before paying respect to his mother. After so much years Devdas finds he is still the black spot in his father's life especially when he is prevented from marrying Paro who happen to be a lower-caste girl. Eventually time passes with Paro's family arranging her marriage to a much elderly man named Bhuvan Choudhry where she is introduce to Bhuvan's children - who happen to be within her age group. This sadness not only breaks Devdas heart but confines him to alcohol in a big way. Soon Devdas starts to frequent a brothel and catches the eyes of a courtesan named Chandramukhi - step by step Devdas starts to head towards a path of self destruction.
https://en.wikipedia.org/wiki/Kabhi_Khushi_Kabhie_Gham...,Kabhi Khushi Kabhie Gham...,Yashvardhan Raichand lives a very wealthy lifestyle along with his wife  Nandini  and two sons  Rahul and Rohan. While Rahul has been adopted  Yashvardhan and Nandini treat him as their own. When their sons mature  they start to look for suitable brides for Rahul  and decide to get him married to a young woman named Naina. When Rahul is told about this  he tells them that he loves another woman by the name of Anjali Sharma. Yashvardhan decides to meet with the Sharma family  and finds out that they are middle-classed  unsophisticated  and will not be able to it into his family circle  as a result he refuses to permit Rahul to marry Anjali. A defiant Rahul decides to leave  gets married to Anjali  without his foster parents blessings  and re-locates to London  England  where Anjali's unmarried sister  Pooja  also lives. Rohan  who was studying in a hostel  returns home to find that Rahul is no longer living with them  and he also discovers that while outwardly his dad is not interested...
https://en.wikipedia.org/wiki/Lagaan,Lagaan: Once Upon a Time in India,This is the story about the resilience shown by the Indians when they were under the British Rule. They are already taxed to the bone by the British and their cronies  but when Jack Russell announces that he will double the Lagaan (tax) from all villagers  they decide to oppose it. Leading the villagers is a handsome young man named Bhuvan  who challenges them to a game of cricket  a game that is to be played by veteran British cricket players  versus villagers  including Bhuvan himself  who have never played this game before  and do not even know a bat from a piece of wood. As the challenge is accepted  the interest grows and attracts Indians from all over the region  as well as the British from all over the country - as everyone gathers to see the 'fair play' that the British will display against their counter-parts  who are aided by none other than the sister  Elizabeth  of Captain Rusell.
https://en.wikipedia.org/wiki/Lagaan:_Once_Upon_a_Time_in_India,Lagaan: Once Upon a Time in India,This is the story about the resilience shown by the Indians when they were under the British Rule. They are already taxed to the bone by the British and their cronies  but when Jack Russell announces that he will double the Lagaan (tax) from all villagers  they decide to oppose it. Leading the villagers is a handsome young man named Bhuvan  who challenges them to a game of cricket  a game that is to be played by veteran British cricket players  versus villagers  including Bhuvan himself  who have never played this game before  and do not even know a bat from a piece of wood. As the challenge is accepted  the interest grows and attracts Indians from all over the region  as well as the British from all over the country - as everyone gathers to see the 'fair play' that the British will display against their counter-parts  who are aided by none other than the sister  Elizabeth  of Captain Rusell.
https://en.wikipedia.org/wiki/Dil_Chahta_Hai,Dil Chahta Hai,Three young men Akash  Sameer  and Siddharth are close friends  but their tastes and characters are completely incompatible. So when Siddharth falls in love with a much older woman  Tara  a woman who has been unsuccessful in keeping her marriage intact as well as alcohol-dependent  widens the rift between the trio  forcing them to part company. Years later  the trio will be re-united  they will be much mature and understanding  but will they still accept Siddharth love for Tara  especially when they themselves have fallen in love with women around their respective ages?
